review,rating,date,bank,source,sentiment_score,sentiment_label
its supper,5,2025-11-04,Dashen,Google Play,0.0,neutral
Good,5,2025-11-04,Dashen,Google Play,0.4404,positive
it's so boring,1,2025-11-04,Dashen,Google Play,-0.3804,negative
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen,Google Play,0.8658,positive
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen,Google Play,0.7829,positive
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen,Google Play,0.0854,positive
Amazing,5,2025-11-03,Dashen,Google Play,0.5859,positive
wow dashen bank,5,2025-11-03,Dashen,Google Play,0.5859,positive
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen,Google Play,0.0,neutral
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen,Google Play,0.0,neutral
it's too slow,1,2025-11-01,Dashen,Google Play,0.0,neutral
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen,Google Play,0.3415,positive
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen,Google Play,-0.8735,negative
Nice app,5,2025-11-01,Dashen,Google Play,0.4215,positive
The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Dashen,Google Play,-0.8158,negative
app is too slow not opening fast,1,2025-10-31,Dashen,Google Play,0.0,neutral
good,5,2025-10-30,Dashen,Google Play,0.4404,positive
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen,Google Play,0.7579,positive
very nise good,5,2025-10-30,Dashen,Google Play,0.4902,positive
very interesting,5,2025-10-30,Dashen,Google Play,0.4576,positive
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen,Google Play,0.0,neutral
Excellent promotion,5,2025-10-30,Dashen,Google Play,0.5719,positive
viry good,5,2025-10-29,Dashen,Google Play,0.4404,positive
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen,Google Play,0.9094,positive
it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Dashen,Google Play,-0.6249,negative
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen,Google Play,0.9617,positive
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen,Google Play,-0.17,negative
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen,Google Play,0.9712,positive
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen,Google Play,0.6696,positive
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen,Google Play,0.8377,positive
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen,Google Play,0.8028,positive
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen,Google Play,0.0,neutral
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen,Google Play,0.6908,positive
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen,Google Play,0.7717,positive
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen,Google Play,0.8402,positive
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen,Google Play,0.7901,positive
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen,Google Play,0.6478,positive
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Dashen,Google Play,0.6249,positive
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen,Google Play,0.8313,positive
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen,Google Play,0.7717,positive
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen,Google Play,0.7769,positive
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen,Google Play,0.8585,positive
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Dashen,Google Play,0.7955,positive
Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen,Google Play,0.3612,positive
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen,Google Play,0.9357,positive
stunning UI with reliable service!,5,2025-10-28,Dashen,Google Play,0.4389,positive
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen,Google Play,0.969,positive
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen,Google Play,0.7845,positive
convinent,5,2025-10-22,Dashen,Google Play,0.0,neutral
Good,4,2025-10-21,Dashen,Google Play,0.4404,positive
it is Excellent April jest continue more abeaten.....,4,2025-10-19,Dashen,Google Play,0.5719,positive
I like it,5,2025-10-18,Dashen,Google Play,0.3612,positive
abdrug bentahuuuu,3,2025-10-17,Dashen,Google Play,0.0,neutral
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen,Google Play,-0.8122,negative
Best application,5,2025-10-14,Dashen,Google Play,0.6369,positive
easy,5,2025-10-14,Dashen,Google Play,0.4404,positive
lmo,5,2025-10-13,Dashen,Google Play,0.0,neutral
meseret birara,5,2025-10-12,Dashen,Google Play,0.0,neutral
it doesn't let me open my account,1,2025-10-12,Dashen,Google Play,0.0,neutral
very good,1,2025-10-11,Dashen,Google Play,0.4927,positive
it is the best,5,2025-10-11,Dashen,Google Play,0.6369,positive
nice and best,5,2025-10-10,Dashen,Google Play,0.7906,positive
good,5,2025-10-10,Dashen,Google Play,0.4404,positive
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen,Google Play,-0.4005,negative
hayelu Beranu Bashre,5,2025-10-07,Dashen,Google Play,0.0,neutral
👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Dashen,Google Play,0.0,neutral
good,5,2025-10-06,Dashen,Google Play,0.4404,positive
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Dashen,Google Play,0.8313,positive
perfect,5,2025-10-06,Dashen,Google Play,0.5719,positive
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen,Google Play,0.6369,positive
wow,5,2025-10-04,Dashen,Google Play,0.5859,positive
tadesa melka tulluu,1,2025-10-04,Dashen,Google Play,0.0,neutral
I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen,Google Play,0.1027,positive
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen,Google Play,0.2023,positive
withdraw,1,2025-10-02,Dashen,Google Play,0.0,neutral
It takes gazillion years to open 😶,3,2025-10-02,Dashen,Google Play,0.0,neutral
this app is outstanding,5,2025-10-01,Dashen,Google Play,0.6124,positive
totally bad,1,2025-10-01,Dashen,Google Play,-0.5849,negative
I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen,Google Play,0.2492,positive
nice app,5,2025-09-30,Dashen,Google Play,0.4215,positive
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen,Google Play,0.0,neutral
it fast service,5,2025-09-29,Dashen,Google Play,0.0,neutral
"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Dashen,Google Play,0.6369,positive
I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Dashen,Google Play,-0.1543,negative
I love it 👍,5,2025-09-28,Dashen,Google Play,0.6369,positive
Best,5,2025-09-28,Dashen,Google Play,0.6369,positive
nice,5,2025-09-28,Dashen,Google Play,0.4215,positive
gooe,5,2025-09-28,Dashen,Google Play,0.0,neutral
nice app,5,2025-09-27,Dashen,Google Play,0.4215,positive
Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen,Google Play,0.8442,positive
cool app,5,2025-09-27,Dashen,Google Play,0.3182,positive
nice,5,2025-09-27,Dashen,Google Play,0.4215,positive
App That makes cashless society in our century and Easy to use.,5,2025-09-27,Dashen,Google Play,0.4404,positive
tadass,1,2025-09-27,Dashen,Google Play,0.0,neutral
ሙሃጂራ,1,2025-09-27,Dashen,Google Play,0.0,neutral
It is an amazing app and all in one,5,2025-09-27,Dashen,Google Play,0.5859,positive
i dont like it,1,2025-09-27,Dashen,Google Play,-0.2755,negative
Dashen is the Future,5,2025-09-27,Dashen,Google Play,0.0,neutral
the best version in 🇪🇹,5,2025-09-27,Dashen,Google Play,0.6369,positive
excellent,5,2025-09-26,Dashen,Google Play,0.5719,positive
"its amazing app, visually stunning",5,2025-09-26,Dashen,Google Play,0.7506,positive
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen,Google Play,0.0,neutral
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen,Google Play,0.6369,positive
I love the new user interface,5,2025-09-26,Dashen,Google Play,0.6369,positive
ok,5,2025-09-26,Dashen,Google Play,0.296,positive
"Appreciated, Always one step ahead!",5,2025-09-26,Dashen,Google Play,0.5562,positive
👌👌,5,2025-09-26,Dashen,Google Play,0.0,neutral
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen,Google Play,0.5499,positive
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen,Google Play,0.7964,positive
it can't do without data or wifi,1,2025-09-26,Dashen,Google Play,0.0,neutral
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen,Google Play,0.8923,positive
So nice !,5,2025-09-26,Dashen,Google Play,0.5244,positive
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen,Google Play,-0.4019,negative
good,3,2025-09-25,Dashen,Google Play,0.4404,positive
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen,Google Play,0.9576,positive
excellent UI improvement 💯💯,5,2025-09-24,Dashen,Google Play,0.7717,positive
one of the best app in Ethiopia .,5,2025-09-24,Dashen,Google Play,0.6369,positive
great app,5,2025-09-23,Dashen,Google Play,0.6249,positive
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen,Google Play,0.2382,positive
good,5,2025-09-22,Dashen,Google Play,0.4404,positive
Good,4,2025-09-19,Dashen,Google Play,0.4404,positive
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen,Google Play,-0.6249,negative
safe and secure,3,2025-09-18,Dashen,Google Play,0.6486,positive
በጣም ምቹ ነው,4,2025-09-15,Dashen,Google Play,0.0,neutral
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen,Google Play,0.6124,positive
good,5,2025-09-13,Dashen,Google Play,0.4404,positive
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,Google Play,-0.395,negative
ዳሺባክ,5,2025-09-11,Dashen,Google Play,0.0,neutral
total,5,2025-09-11,Dashen,Google Play,0.0,neutral
good,5,2025-09-10,Dashen,Google Play,0.4404,positive
dashen super app is the best,5,2025-09-10,Dashen,Google Play,0.8442,positive
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen,Google Play,0.0,neutral
not werke,2,2025-09-08,Dashen,Google Play,0.0,neutral
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play,-0.6249,negative
simple and easy to use,5,2025-09-08,Dashen,Google Play,0.4404,positive
meke,4,2025-09-07,Dashen,Google Play,0.0,neutral
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,Google Play,-0.7713,negative
bad specialy at weekends,1,2025-09-07,Dashen,Google Play,-0.5423,negative
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play,0.7522,positive
It is good apps but it needs strong network,5,2025-09-06,Dashen,Google Play,0.7506,positive
very slow,3,2025-09-06,Dashen,Google Play,0.0,neutral
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,Google Play,-0.1695,negative
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play,0.0,neutral
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,Google Play,0.9245,positive
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen,Google Play,-0.0027,neutral
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,Google Play,-0.3066,negative
great 👍,5,2025-09-02,Dashen,Google Play,0.6249,positive
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen,Google Play,-0.6444,negative
good,2,2025-09-01,Dashen,Google Play,0.4404,positive
dashin bank,5,2025-08-30,Dashen,Google Play,0.0,neutral
muhaammad bakko,5,2025-08-30,Dashen,Google Play,0.0,neutral
goog,5,2025-08-29,Dashen,Google Play,0.0,neutral
un functional app,1,2025-08-29,Dashen,Google Play,0.0,neutral
trnes far,5,2025-08-27,Dashen,Google Play,0.0,neutral
excellent,5,2025-08-26,Dashen,Google Play,0.5719,positive
shimalis,4,2025-08-25,Dashen,Google Play,0.0,neutral
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen,Google Play,0.0,neutral
excellent mobile banking digital,5,2025-08-24,Dashen,Google Play,0.5719,positive
"Excellent, and it's truly a super app!",5,2025-08-24,Dashen,Google Play,0.8955,positive
nice app,4,2025-08-23,Dashen,Google Play,0.4215,positive
very nice app,5,2025-08-23,Dashen,Google Play,0.4754,positive
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen,Google Play,0.1531,positive
seche,1,2025-08-22,Dashen,Google Play,0.0,neutral
very fast bank,5,2025-08-22,Dashen,Google Play,0.0,neutral
good and well,5,2025-08-22,Dashen,Google Play,0.6124,positive
what a bank it is,5,2025-08-22,Dashen,Google Play,0.0,neutral
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,Google Play,0.8591,positive
great app,5,2025-08-20,Dashen,Google Play,0.6249,positive
nic,5,2025-08-20,Dashen,Google Play,0.0,neutral
easy to use and the best one,5,2025-08-17,Dashen,Google Play,0.7964,positive
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,Google Play,-0.1627,negative
very good app,5,2025-08-16,Dashen,Google Play,0.4927,positive
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Dashen,Google Play,-0.6249,negative
አሪፍ,5,2025-08-15,Dashen,Google Play,0.0,neutral
best but USSD is necessary,5,2025-08-15,Dashen,Google Play,0.3818,positive
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen,Google Play,0.0,neutral
still it's essay for user,4,2025-08-15,Dashen,Google Play,0.0,neutral
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen,Google Play,0.4019,positive
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen,Google Play,0.8735,positive
good,5,2025-08-14,Dashen,Google Play,0.4404,positive
"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen,Google Play,-0.296,negative
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen,Google Play,0.0,neutral
በጣም ችግር አለበት,1,2025-08-14,Dashen,Google Play,0.0,neutral
best,5,2025-08-14,Dashen,Google Play,0.6369,positive
great 👍 app,5,2025-08-13,Dashen,Google Play,0.6249,positive
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,Google Play,-0.3384,negative
ok,5,2025-08-13,Dashen,Google Play,0.296,positive
ok,5,2025-08-13,Dashen,Google Play,0.296,positive
very poor and time taking to use,1,2025-08-13,Dashen,Google Play,-0.5256,negative
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,Dashen,Google Play,0.7482,positive
the new version is so good I like it,5,2025-08-13,Dashen,Google Play,0.7593,positive
excellent,5,2025-08-13,Dashen,Google Play,0.5719,positive
good,3,2025-08-13,Dashen,Google Play,0.4404,positive
Good,3,2025-08-12,Dashen,Google Play,0.4404,positive
good job my dashen super app,5,2025-08-12,Dashen,Google Play,0.7783,positive
Some connection issues,3,2025-08-12,Dashen,Google Play,0.0,neutral
verry slow app 🤢,1,2025-08-12,Dashen,Google Play,0.0,neutral
best bauget app,5,2025-08-12,Dashen,Google Play,0.6369,positive
its good but he said uptede me 😠🤕,2,2025-08-12,Dashen,Google Play,0.2382,positive
network issue,1,2025-08-12,Dashen,Google Play,0.0,neutral
እንጠቀምበት,5,2025-08-12,Dashen,Google Play,0.0,neutral
nice,5,2025-08-12,Dashen,Google Play,0.4215,positive
fast and easy to use great App.,5,2025-08-12,Dashen,Google Play,0.7906,positive
Best Performing and Fast Financial app,5,2025-08-12,Dashen,Google Play,0.6369,positive
good,5,2025-08-12,Dashen,Google Play,0.4404,positive
well done keep it up,5,2025-08-12,Dashen,Google Play,0.2732,positive
good but it takes forever to load,3,2025-08-12,Dashen,Google Play,0.2382,positive
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-12,Dashen,Google Play,0.8072,positive
my favorite 💗💗💗,5,2025-08-11,Dashen,Google Play,0.4588,positive
Good app,5,2025-08-11,Dashen,Google Play,0.4404,positive
Good,5,2025-08-11,Dashen,Google Play,0.4404,positive
"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen,Google Play,-0.3802,negative
"improve the app, please. it is not working. It says response timeout",1,2025-08-10,Dashen,Google Play,0.6369,positive
modern perfect app interface with the best banking tools 👏,5,2025-08-09,Dashen,Google Play,0.836,positive
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,Google Play,-0.659,negative
"poor, glitch stack",1,2025-08-07,Dashen,Google Play,-0.4767,negative
slowest banking app ever used,3,2025-08-07,Dashen,Google Play,0.0,neutral
Good,1,2025-08-06,Dashen,Google Play,0.4404,positive
Good 👍,5,2025-08-05,Dashen,Google Play,0.4404,positive
Dashen Bank super app is the best app,5,2025-08-05,Dashen,Google Play,0.8442,positive
best,5,2025-08-02,Dashen,Google Play,0.6369,positive
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01,Dashen,Google Play,0.3668,positive
sometimes is not working to be honest,1,2025-08-01,Dashen,Google Play,0.5106,positive
ok,4,2025-08-01,Dashen,Google Play,0.296,positive
very good app,5,2025-07-30,Dashen,Google Play,0.4927,positive
Why isn't this app working?,5,2025-07-29,Dashen,Google Play,0.0,neutral
network error,5,2025-07-29,Dashen,Google Play,-0.4019,negative
fast,5,2025-07-29,Dashen,Google Play,0.0,neutral
100 good,5,2025-07-29,Dashen,Google Play,0.4404,positive
ok,5,2025-07-29,Dashen,Google Play,0.296,positive
Good,5,2025-07-28,Dashen,Google Play,0.4404,positive
It stop working most of the time.,2,2025-07-28,Dashen,Google Play,-0.296,negative
