review,rating,date,bank,source,sentiment_score,sentiment_label
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Dashen,Google Play,0.9349,positive
wow,5,2025-07-26,Dashen,Google Play,0.5859,positive
Best app,5,2025-07-25,Dashen,Google Play,0.6369,positive
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,2025-07-24,Dashen,Google Play,0.6124,positive
amazing product,5,2025-07-23,Dashen,Google Play,0.5859,positive
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen,Google Play,-0.4599,negative
ok,5,2025-07-22,Dashen,Google Play,0.296,positive
like it,5,2025-07-22,Dashen,Google Play,0.3612,positive
Great always one step ahead and most reliable bank,5,2025-07-22,Dashen,Google Play,0.6249,positive
u need to start cash out service,4,2025-07-22,Dashen,Google Play,0.0,neutral
all in one super app,5,2025-07-21,Dashen,Google Play,0.5994,positive
Fayla,5,2025-07-20,Dashen,Google Play,0.0,neutral
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,Dashen,Google Play,0.7713,positive
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Dashen,Google Play,0.0,neutral
"Best App .. Good job, Dashen Bank",5,2025-07-16,Dashen,Google Play,0.7964,positive
good application,5,2025-07-15,Dashen,Google Play,0.4404,positive
Excellent App ...,5,2025-07-15,Dashen,Google Play,0.5719,positive
the worst app I have ever seen,1,2025-07-14,Dashen,Google Play,-0.6249,negative
very good compared to Amole!,5,2025-07-13,Dashen,Google Play,0.54,positive
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,Google Play,-0.1007,negative
👍😊😊😊,5,2025-07-12,Dashen,Google Play,0.0,neutral
nice,5,2025-07-12,Dashen,Google Play,0.4215,positive
Great application,5,2025-07-12,Dashen,Google Play,0.6249,positive
very nice app,4,2025-07-11,Dashen,Google Play,0.4754,positive
I am entreated app.,5,2025-07-09,Dashen,Google Play,0.0,neutral
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,Dashen,Google Play,-0.8681,negative
best app with best bank,5,2025-07-02,Dashen,Google Play,0.8555,positive
alway slow loading,1,2025-06-30,Dashen,Google Play,0.0,neutral
Best,5,2025-06-29,Dashen,Google Play,0.6369,positive
good,5,2025-06-27,Dashen,Google Play,0.4404,positive
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen,Google Play,-0.8074,negative
nice,5,2025-06-26,Dashen,Google Play,0.4215,positive
Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,Dashen,Google Play,0.0,neutral
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Dashen,Google Play,-0.3987,negative
nice app but limit up to max 600000,5,2025-06-24,Dashen,Google Play,0.2263,positive
wow,5,2025-06-22,Dashen,Google Play,0.5859,positive
Super,5,2025-06-21,Dashen,Google Play,0.5994,positive
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Dashen,Google Play,0.6705,positive
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play,0.2263,positive
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,Google Play,-0.2003,negative
incredible,5,2025-06-14,Dashen,Google Play,0.0,neutral
perfect,4,2025-06-14,Dashen,Google Play,0.5719,positive
Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,Dashen,Google Play,0.0,neutral
very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,Dashen,Google Play,0.6908,positive
wow,5,2025-06-12,Dashen,Google Play,0.5859,positive
very good .,5,2025-06-09,Dashen,Google Play,0.4927,positive
wow,5,2025-06-09,Dashen,Google Play,0.5859,positive
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play,0.5106,positive
love,3,2025-06-06,Dashen,Google Play,0.6369,positive
መቸሸጠ,5,2025-06-03,Dashen,Google Play,0.0,neutral
wow,5,2025-06-03,Dashen,Google Play,0.5859,positive
gadaa,5,2025-06-01,Dashen,Google Play,0.0,neutral
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,0.0,neutral
good,4,2025-05-31,Dashen,Google Play,0.4404,positive
very good for this app,5,2025-05-31,Dashen,Google Play,0.4927,positive
top,5,2025-05-31,Dashen,Google Play,0.2023,positive
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play,0.2382,positive
Wow,5,2025-05-30,Dashen,Google Play,0.5859,positive
good,5,2025-05-30,Dashen,Google Play,0.4404,positive
wow to it saff and this app,5,2025-05-30,Dashen,Google Play,0.5859,positive
it too slow,3,2025-05-29,Dashen,Google Play,0.0,neutral
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,0.0,neutral
👍👍👍,5,2025-05-28,Dashen,Google Play,0.0,neutral
good,5,2025-05-28,Dashen,Google Play,0.4404,positive
nice application,5,2025-05-27,Dashen,Google Play,0.4215,positive
good,5,2025-05-27,Dashen,Google Play,0.4404,positive
wow,5,2025-05-27,Dashen,Google Play,0.5859,positive
useless app ever loading take long,1,2025-05-27,Dashen,Google Play,-0.4215,negative
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,0.979,positive
very useful App,1,2025-05-26,Dashen,Google Play,0.4927,positive
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,-0.6842,negative
Wawww,5,2025-05-24,Dashen,Google Play,0.0,neutral
very Nice,5,2025-05-23,Dashen,Google Play,0.4754,positive
its best,5,2025-05-23,Dashen,Google Play,0.6369,positive
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play,-0.3412,negative
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,0.9628,positive
wow,5,2025-05-20,Dashen,Google Play,0.5859,positive
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,0.631,positive
good,5,2025-05-20,Dashen,Google Play,0.4404,positive
its best,5,2025-05-19,Dashen,Google Play,0.6369,positive
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,0.6369,positive
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play,0.5554,positive
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play,0.5994,positive
wowwwe app,5,2025-05-17,Dashen,Google Play,0.0,neutral
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play,-0.0258,neutral
good,5,2025-05-16,Dashen,Google Play,0.4404,positive
always lagging,1,2025-05-16,Dashen,Google Play,-0.2732,negative
Amazing Application...,5,2025-05-16,Dashen,Google Play,0.5859,positive
Fantastic,5,2025-05-16,Dashen,Google Play,0.5574,positive
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play,-0.0321,neutral
its my choice,5,2025-05-15,Dashen,Google Play,0.0,neutral
wow apo,5,2025-05-15,Dashen,Google Play,0.5859,positive
awesome app keep going,5,2025-05-14,Dashen,Google Play,0.6249,positive
wow,5,2025-05-14,Dashen,Google Play,0.5859,positive
👍,5,2025-05-14,Dashen,Google Play,0.0,neutral
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play,0.25,positive
Game changer,5,2025-05-13,Dashen,Google Play,0.0,neutral
Totally amazing,5,2025-05-13,Dashen,Google Play,0.624,positive
super 😎,5,2025-05-13,Dashen,Google Play,0.5994,positive
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play,0.6083,positive
Good,4,2025-05-13,Dashen,Google Play,0.4404,positive
nice,5,2025-05-13,Dashen,Google Play,0.4215,positive
wow,5,2025-05-13,Dashen,Google Play,0.5859,positive
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play,0.8176,positive
fast,5,2025-05-12,Dashen,Google Play,0.0,neutral
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,Google Play,0.0,neutral
good,5,2025-05-09,Dashen,Google Play,0.4404,positive
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play,0.9623,positive
its the best ever,5,2025-05-09,Dashen,Google Play,0.6369,positive
nice,5,2025-05-08,Dashen,Google Play,0.4215,positive
excellent game changer App,5,2025-05-08,Dashen,Google Play,0.5719,positive
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play,0.8151,positive
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play,0.0,neutral
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,Google Play,0.0258,neutral
yes i want dashen super open,5,2025-05-02,Dashen,Google Play,0.7845,positive
faster than this version,5,2025-05-01,Dashen,Google Play,0.0,neutral
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play,0.6369,positive
thank you,4,2025-04-30,Dashen,Google Play,0.3612,positive
great app,5,2025-04-30,Dashen,Google Play,0.6249,positive
bad.,1,2025-04-30,Dashen,Google Play,-0.5423,negative
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,0.8588,positive
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play,0.7225,positive
best app I have ever seen,5,2025-04-29,Dashen,Google Play,0.6369,positive
best of best,5,2025-04-29,Dashen,Google Play,0.8555,positive
waw,5,2025-04-28,Dashen,Google Play,0.0,neutral
best app,5,2025-04-28,Dashen,Google Play,0.6369,positive
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,0.0,neutral
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,0.7156,positive
wow appl,5,2025-04-28,Dashen,Google Play,0.5859,positive
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play,0.0772,positive
very nice,5,2025-04-26,Dashen,Google Play,0.4754,positive
great,4,2025-04-26,Dashen,Google Play,0.6249,positive
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play,0.5994,positive
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,0.34,positive
Very easy and Fast.,5,2025-04-24,Dashen,Google Play,0.4927,positive
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,0.0,neutral
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play,-0.7156,negative
execellent,5,2025-04-24,Dashen,Google Play,0.0,neutral
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play,0.923,positive
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play,0.0,neutral
it is incredible product.,5,2025-04-23,Dashen,Google Play,0.0,neutral
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play,0.8461,positive
best app,5,2025-04-23,Dashen,Google Play,0.6369,positive
ok,5,2025-04-23,Dashen,Google Play,0.296,positive
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play,0.658,positive
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play,0.7717,positive
It is the best application!!!,5,2025-04-22,Dashen,Google Play,0.7249,positive
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play,0.0,neutral
its features are so dynamic,5,2025-04-22,Dashen,Google Play,0.5214,positive
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play,0.0,neutral
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,Google Play,0.4939,positive
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play,0.8481,positive
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play,0.7906,positive
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play,0.6249,positive
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,Google Play,0.9153,positive
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,Google Play,0.3544,positive
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,Google Play,0.4404,positive
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,Google Play,0.7269,positive
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen,Google Play,0.0,neutral
Convenient!,5,2025-04-22,Dashen,Google Play,0.0,neutral
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,Google Play,0.5859,positive
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,Google Play,0.5707,positive
the best Supper App ever,5,2025-04-22,Dashen,Google Play,0.6369,positive
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,Google Play,0.6369,positive
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,Google Play,0.9042,positive
Dashen bank is my number one choice,5,2025-04-22,Dashen,Google Play,0.0772,positive
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,Google Play,0.8225,positive
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen,Google Play,0.8516,positive
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen,Google Play,0.9017,positive
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,Google Play,0.7269,positive
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,Google Play,0.7639,positive
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,Google Play,0.875,positive
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen,Google Play,0.9758,positive
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen,Google Play,0.7964,positive
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen,Google Play,0.7257,positive
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen,Google Play,0.7639,positive
Very convenient,5,2025-04-21,Dashen,Google Play,0.0,neutral
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,Google Play,0.6369,positive
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,Google Play,0.8346,positive
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen,Google Play,0.6892,positive
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,Google Play,0.8669,positive
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,Google Play,0.7934,positive
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen,Google Play,0.8371,positive
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,Google Play,0.6696,positive
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,Google Play,0.5994,positive
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,Google Play,0.5994,positive
thanks again,5,2025-04-21,Dashen,Google Play,0.4404,positive
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen,Google Play,0.7783,positive
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,Google Play,0.8271,positive
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,Google Play,0.941,positive
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen,Google Play,0.8039,positive
what an App,5,2025-04-21,Dashen,Google Play,0.0,neutral
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen,Google Play,0.807,positive
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,Google Play,0.9099,positive
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen,Google Play,0.765,positive
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen,Google Play,0.945,positive
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen,Google Play,0.7089,positive
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,Google Play,0.9412,positive
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen,Google Play,0.7892,positive
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,Google Play,0.0,neutral
Better and inclusive app!,5,2025-04-21,Dashen,Google Play,0.4926,positive
Amazing Application,5,2025-04-21,Dashen,Google Play,0.5859,positive
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen,Google Play,0.25,positive
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen,Google Play,0.9081,positive
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen,Google Play,0.6486,positive
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen,Google Play,0.7717,positive
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen,Google Play,0.5859,positive
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen,Google Play,0.9682,positive
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen,Google Play,0.6239,positive
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen,Google Play,0.8221,positive
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen,Google Play,0.765,positive
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen,Google Play,0.8553,positive
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen,Google Play,0.0,neutral
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,Google Play,0.8718,positive
"easy &,simple to use",5,2025-04-21,Dashen,Google Play,0.4404,positive
